/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/CodigoParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/CodigoPublicoNaLegAtual;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/NomeParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/NomeCompletoParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/SexoParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/FormaTratamento;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/UrlFotoParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/UrlPaginaParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/EmailParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/SiglaPartidoParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/UfParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/MembroMesa;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/MembroLideranca;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/Telefones/Telefone/NumeroTelefone;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/Telefones/Telefone/OrdemPublicacao;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/Telefones/Telefone/IndicadorFax;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/Bloco/CodigoBloco;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/Bloco/NomeBloco;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/Bloco/NomeApelido;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/Bloco/DataCriacao;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/CodigoMandato;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/UfParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/DescricaoParticipacao;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/PrimeiraLegislaturaDoMandato/NumeroLegislatura;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/PrimeiraLegislaturaDoMandato/DataInicio;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/PrimeiraLegislaturaDoMandato/DataFim;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/SegundaLegislaturaDoMandato/NumeroLegislatura;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/SegundaLegislaturaDoMandato/DataInicio;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/SegundaLegislaturaDoMandato/DataFim;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Suplentes/Suplente/DescricaoParticipacao;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Suplentes/Suplente/CodigoParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Suplentes/Suplente/NomeParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Exercicios/Exercicio/CodigoExercicio;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Exercicios/Exercicio/DataInicio;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Titular/DescricaoParticipacao;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Titular/CodigoParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Titular/NomeParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Exercicios/Exercicio/DataFim;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Exercicios/Exercicio/SiglaCausaAfastamento;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Exercicios/Exercicio/DescricaoCausaAfastamento;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/UrlPaginaParticular;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Exercicios/Exercicio/DataLeitura
"70";"875";"Renan Calheiros";"JosÃ© Renan Vasconcelos Calheiros";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador70.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/70";"sen.renancalheiros@senado.leg.br";"MDB";"AL";"NÃ£o";"NÃ£o";;;;"358";"Bloco Parlamentar Democracia";"BLDEM";"2025-02-18";"527";"AL";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;;;;;;;;;"https://www.renancalheiros.com.br/";
"5207";"804";"Renan Filho";"JosÃ© Renan Vasconcelos Calheiros Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5207.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5207";"sen.renanfilho@senado.leg.br";;;;;"33036266";"1";"NÃ£o";;;;;;;;;;;;;;;;;;;;;;;;;;
"5207";"804";"Renan Filho";"JosÃ© Renan Vasconcelos Calheiros Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5207.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5207";"sen.renanfilho@senado.leg.br";;;;;"33036273";"2";"NÃ£o";;;;;;;;;;;;;;;;;;;;;;;;;;
"5207";"804";"Renan Filho";"JosÃ© Renan Vasconcelos Calheiros Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5207.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5207";"sen.renanfilho@senado.leg.br";"MDB";"AL";"NÃ£o";"NÃ£o";;;;"358";"Bloco Parlamentar Democracia";"BLDEM";"2025-02-18";"597";"AL";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"1Âº Suplente";"6345";"Fernando Farias";;;;;;;;;;
"5207";"804";"Renan Filho";"JosÃ© Renan Vasconcelos Calheiros Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5207.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5207";"sen.renanfilho@senado.leg.br";"MDB";"AL";"NÃ£o";"NÃ£o";;;;"358";"Bloco Parlamentar Democracia";"BLDEM";"2025-02-18";"597";"AL";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"2Âº Suplente";"6346";"AdÃ©lia Maria";;;;;;;;;;
"5207";"804";"Renan Filho";"JosÃ© Renan Vasconcelos Calheiros Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5207.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5207";"sen.renanfilho@senado.leg.br";"MDB";"AL";"NÃ£o";"NÃ£o";;;;"358";"Bloco Parlamentar Democracia";"BLDEM";"2025-02-18";"597";"AL";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";;;;"3101";"2026-04-01";;;;;;;;
"5207";"804";"Renan Filho";"JosÃ© Renan Vasconcelos Calheiros Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5207.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5207";"sen.renanfilho@senado.leg.br";"MDB";"AL";"NÃ£o";"NÃ£o";;;;"358";"Bloco Parlamentar Democracia";"BLDEM";"2025-02-18";"597";"AL";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";;;;"3049";"2023-12-12";;;;"2023-12-20";"AFO";"Afastamento do exercÃ­cio";;
"5207";"804";"Renan Filho";"JosÃ© Renan Vasconcelos Calheiros Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5207.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5207";"sen.renanfilho@senado.leg.br";"MDB";"AL";"NÃ£o";"NÃ£o";;;;"358";"Bloco Parlamentar Democracia";"BLDEM";"2025-02-18";"597";"AL";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";;;;"3014";"2023-02-01";;;;"2023-02-02";"AFO";"Afastamento do exercÃ­cio";;
"5207";"804";"Renan Filho";"JosÃ© Renan Vasconcelos Calheiros Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5207.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5207";"sen.renanfilho@senado.leg.br";"MDB";"AL";"NÃ£o";"NÃ£o";;;;"358";"Bloco Parlamentar Democracia";"BLDEM";"2025-02-18";"597";"AL";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";;;;;;;;;;;;;
"6025";"927";"Roberta Acioly";"Roberta Leontina Xisto Acioly";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6025.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6025";"sen.robertaacioly@senado.leg.br";;;;;"33035291";"1";"NÃ£o";;;;;;;;;;;;;;;;;;;;;;;;;;
"6025";"927";"Roberta Acioly";"Roberta Leontina Xisto Acioly";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6025.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6025";"sen.robertaacioly@senado.leg.br";;;;;"33035292";"2";"NÃ£o";;;;;;;;;;;;;;;;;;;;;;;;;;
"6025";"927";"Roberta Acioly";"Roberta Leontina Xisto Acioly";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6025.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6025";"sen.robertaacioly@senado.leg.br";"REPUBLICANOS";"RR";"Sim";"NÃ£o";;;;"346";"Bloco Parlamentar AlianÃ§a";"BLALIANÃ‡A";"2023-03-20";"578";"RR";"1Âº Suplente";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2Âº Suplente";"6026";"Afonso Parente";"3097";"2026-03-11";"Titular";"6027";"Mecias de Jesus";;;;;
"5732";"844";"Rodrigo Pacheco";"Rodrigo Otavio Soares Pacheco";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5732.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5732";"sen.rodrigopacheco@senado.leg.br";"PSB";"MG";"NÃ£o";"NÃ£o";"33032794";"1";"NÃ£o";"335";"Bloco Parlamentar da ResistÃªncia DemocrÃ¡tica";"BLPRD";"2023-02-01";"562";"MG";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1Âº Suplente";"5257";"Renzo Braz";;;;;;;;;;
"5732";"844";"Rodrigo Pacheco";"Rodrigo Otavio Soares Pacheco";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5732.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5732";"sen.rodrigopacheco@senado.leg.br";"PSB";"MG";"NÃ£o";"NÃ£o";"33032794";"1";"NÃ£o";"335";"Bloco Parlamentar da ResistÃªncia DemocrÃ¡tica";"BLPRD";"2023-02-01";"562";"MG";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2Âº Suplente";"5989";"Ana Maria";;;;;;;;;;
"5732";"844";"Rodrigo Pacheco";"Rodrigo Otavio Soares Pacheco";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5732.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5732";"sen.rodrigopacheco@senado.leg.br";"PSB";"MG";"NÃ£o";"NÃ£o";"33032794";"1";"NÃ£o";"335";"Bloco Parlamentar da ResistÃªncia DemocrÃ¡tica";"BLPRD";"2023-02-01";"562";"MG";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2931";"2019-02-01";;;;;;;;
"4694";"887";"Rogerio Marinho";"RogÃ©rio Simonetti Marinho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4694.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4694";"sen.rogeriomarinho@senado.leg.br";"PL";"RN";"NÃ£o";"Sim";"33031826";"2";"NÃ£o";"357";"Bloco Parlamentar Vanguarda";"BLVANG";"2025-02-03";"616";"RN";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"1Âº Suplente";"6374";"Flavio Azevedo";;;;;;;;;;
"4694";"887";"Rogerio Marinho";"RogÃ©rio Simonetti Marinho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4694.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4694";"sen.rogeriomarinho@senado.leg.br";"PL";"RN";"NÃ£o";"Sim";"33031826";"2";"NÃ£o";"357";"Bloco Parlamentar Vanguarda";"BLVANG";"2025-02-03";"616";"RN";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"2Âº Suplente";"6375";"Igor Targino";;;;;;;;;;
"4694";"887";"Rogerio Marinho";"RogÃ©rio Simonetti Marinho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4694.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4694";"sen.rogeriomarinho@senado.leg.br";"PL";"RN";"NÃ£o";"Sim";"33031826";"2";"NÃ£o";"357";"Bloco Parlamentar Vanguarda";"BLVANG";"2025-02-03";"616";"RN";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";;;;"3070";"2024-10-18";;;;;;;;
"4694";"887";"Rogerio Marinho";"RogÃ©rio Simonetti Marinho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4694.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4694";"sen.rogeriomarinho@senado.leg.br";"PL";"RN";"NÃ£o";"Sim";"33031826";"2";"NÃ£o";"357";"Bloco Parlamentar Vanguarda";"BLVANG";"2025-02-03";"616";"RN";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";;;;"3016";"2023-02-01";;;;"2024-06-19";"LCS";"LicenÃ§a com convocaÃ§Ã£o de suplente (sup 120 dias)";;
"4694";"887";"Rogerio Marinho";"RogÃ©rio Simonetti Marinho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4694.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4694";"sen.rogeriomarinho@senado.leg.br";"PL";"RN";"NÃ£o";"Sim";"33031826";"2";"NÃ£o";"357";"Bloco Parlamentar Vanguarda";"BLVANG";"2025-02-03";"616";"RN";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";;;;;;;;;;;;;
"5352";"830";"RogÃ©rio Carvalho";"RogÃ©rio Carvalho Santos";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5352.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5352";"sen.rogeriocarvalho@senado.leg.br";;;;;"33032201";"1";"NÃ£o";;;;;;;;;;;;;;;;;;;;;;;;;;
"5352";"830";"RogÃ©rio Carvalho";"RogÃ©rio Carvalho Santos";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5352.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5352";"sen.rogeriocarvalho@senado.leg.br";;;;;"33032203";"3";"NÃ£o";;;;;;;;;;;;;;;;;;;;;;;;;;
"5352";"830";"RogÃ©rio Carvalho";"RogÃ©rio Carvalho Santos";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5352.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5352";"sen.rogeriocarvalho@senado.leg.br";"PT";"SE";"NÃ£o";"Sim";;;;"359";"Bloco Parlamentar Pelo Brasil";"BLPBR";"2025-02-18";"579";"SE";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1Âº Suplente";"5993";"Jorge Mitidieri";;;;;;;;;;
"5352";"830";"RogÃ©rio Carvalho";"RogÃ©rio Carvalho Santos";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5352.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5352";"sen.rogeriocarvalho@senado.leg.br";"PT";"SE";"NÃ£o";"Sim";;;;"359";"Bloco Parlamentar Pelo Brasil";"BLPBR";"2025-02-18";"579";"SE";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2Âº Suplente";"5994";"Maria da TaiÃ§oca";;;;;;;;;;
"5352";"830";"RogÃ©rio Carvalho";"RogÃ©rio Carvalho Santos";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5352.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5352";"sen.rogeriocarvalho@senado.leg.br";"PT";"SE";"NÃ£o";"Sim";;;;"359";"Bloco Parlamentar Pelo Brasil";"BLPBR";"2025-02-18";"579";"SE";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2933";"2019-02-01";;;;;;;;
"5322";"840";"RomÃ¡rio";"Romario de Souza Faria";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5322.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5322";"sen.romario@senado.leg.br";;;;;"33036519";"1";"NÃ£o";;;;;;;;;;;;;;;;;;;;;;;;;"http://romario.org/";
"5322";"840";"RomÃ¡rio";"Romario de Souza Faria";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5322.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5322";"sen.romario@senado.leg.br";;;;;"33036517";"2";"NÃ£o";;;;;;;;;;;;;;;;;;;;;;;;;"http://romario.org/";
"5322";"840";"RomÃ¡rio";"Romario de Souza Faria";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5322.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5322";"sen.romario@senado.leg.br";;;;;"33036520";"3";"NÃ£o";;;;;;;;;;;;;;;;;;;;;;;;;"http://romario.org/";
"5322";"840";"RomÃ¡rio";"Romario de Souza Faria";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5322.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5322";"sen.romario@senado.leg.br";"PL";"RJ";"NÃ£o";"NÃ£o";;;;"357";"Bloco Parlamentar Vanguarda";"BLVANG";"2025-02-03";"620";"RJ";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"1Âº Suplente";"6372";"Bruno Bonetti";;;;;;;;;"http://romario.org/";
"5322";"840";"RomÃ¡rio";"Romario de Souza Faria";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5322.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5322";"sen.romario@senado.leg.br";"PL";"RJ";"NÃ£o";"NÃ£o";;;;"357";"Bloco Parlamentar Vanguarda";"BLVANG";"2025-02-03";"620";"RJ";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"2Âº Suplente";"6373";"Andrea Fontes";;;;;;;;;"http://romario.org/";
"5322";"840";"RomÃ¡rio";"Romario de Souza Faria";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5322.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5322";"sen.romario@senado.leg.br";"PL";"RJ";"NÃ£o";"NÃ£o";;;;"357";"Bloco Parlamentar Vanguarda";"BLVANG";"2025-02-03";"620";"RJ";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";;;;"3103";"2026-04-10";;;;;;;"http://romario.org/";
"5322";"840";"RomÃ¡rio";"Romario de Souza Faria";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5322.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5322";"sen.romario@senado.leg.br";"PL";"RJ";"NÃ£o";"NÃ£o";;;;"357";"Bloco Parlamentar Vanguarda";"BLVANG";"2025-02-03";"620";"RJ";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";;;;"3029";"2023-02-01";;;;"2025-12-09";"LCS";"LicenÃ§a com convocaÃ§Ã£o de suplente (sup 120 dias)";"http://romario.org/";
"5322";"840";"RomÃ¡rio";"Romario de Souza Faria";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5322.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5322";"sen.romario@senado.leg.br";"PL";"RJ";"NÃ£o";"NÃ£o";;;;"357";"Bloco Parlamentar Vanguarda";"BLVANG";"2025-02-03";"620";"RJ";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";;;;;;;;;;;;"http://romario.org/";
"6331";"886";"Sergio Moro";"Sergio Fernando Moro";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6331.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6331";"sen.sergiomoro@senado.leg.br";"PL";"PR";"NÃ£o";"NÃ£o";"33036202";"1";"NÃ£o";"357";"Bloco Parlamentar Vanguarda";"BLVANG";"2025-02-03";"608";"PR";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"1Âº Suplente";"6370";"Luis Felipe Cunha";;;;;;;;;;
"6331";"886";"Sergio Moro";"Sergio Fernando Moro";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6331.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6331";"sen.sergiomoro@senado.leg.br";"PL";"PR";"NÃ£o";"NÃ£o";"33036202";"1";"NÃ£o";"357";"Bloco Parlamentar Vanguarda";"BLVANG";"2025-02-03";"608";"PR";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"2Âº Suplente";"6371";"Ricardo Guerra";;;;;;;;;;
"6331";"886";"Sergio Moro";"Sergio Fernando Moro";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6331.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6331";"sen.sergiomoro@senado.leg.br";"PL";"PR";"NÃ£o";"NÃ£o";"33036202";"1";"NÃ£o";"357";"Bloco Parlamentar Vanguarda";"BLVANG";"2025-02-03";"608";"PR";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";;;;"3015";"2023-02-01";;;;;;;;
"5988";"854";"Soraya Thronicke";"Soraya Vieira Thronicke";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5988.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5988";"sen.sorayathronicke@senado.leg.br";"PSB";"MS";"Sim";"NÃ£o";"33031775";"1";"NÃ£o";"335";"Bloco Parlamentar da ResistÃªncia DemocrÃ¡tica";"BLPRD";"2023-02-01";"561";"MS";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1Âº Suplente";"5986";"Rodolfo Nogueira";;;;;;;;;;
"5988";"854";"Soraya Thronicke";"Soraya Vieira Thronicke";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5988.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5988";"sen.sorayathronicke@senado.leg.br";"PSB";"MS";"Sim";"NÃ£o";"33031775";"1";"NÃ£o";"335";"Bloco Parlamentar da ResistÃªncia DemocrÃ¡tica";"BLPRD";"2023-02-01";"561";"MS";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2Âº Suplente";"5987";"Danny Fabricio";;;;;;;;;;
"5988";"854";"Soraya Thronicke";"Soraya Vieira Thronicke";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5988.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5988";"sen.sorayathronicke@senado.leg.br";"PSB";"MS";"Sim";"NÃ£o";"33031775";"1";"NÃ£o";"335";"Bloco Parlamentar da ResistÃªncia DemocrÃ¡tica";"BLPRD";"2023-02-01";"561";"MS";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2937";"2019-02-01";;;;;;;;
"5959";"817";"Styvenson Valentim";"Eann Styvenson Valentim Mendes";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5959.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5959";"sen.styvensonvalentim@senado.leg.br";"PODEMOS";"RN";"Sim";"NÃ£o";"33031148";"2";"NÃ£o";"358";"Bloco Parlamentar Democracia";"BLDEM";"2025-02-18";"550";"RN";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1Âº Suplente";"5962";"Alisson Taveira";;;;;;;;;;
"5959";"817";"Styvenson Valentim";"Eann Styvenson Valentim Mendes";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5959.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5959";"sen.styvensonvalentim@senado.leg.br";"PODEMOS";"RN";"Sim";"NÃ£o";"33031148";"2";"NÃ£o";"358";"Bloco Parlamentar Democracia";"BLDEM";"2025-02-18";"550";"RN";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2Âº Suplente";"5963";"Coronel Margarida";;;;;;;;;;
"5959";"817";"Styvenson Valentim";"Eann Styvenson Valentim Mendes";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5959.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5959";"sen.styvensonvalentim@senado.leg.br";"PODEMOS";"RN";"Sim";"NÃ£o";"33031148";"2";"NÃ£o";"358";"Bloco Parlamentar Democracia";"BLDEM";"2025-02-18";"550";"RN";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2899";"2019-02-01";;;;;;;;
"4560";"850";"SÃ©rgio PetecÃ£o";"SÃ©rgio de Oliveira Cunha";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4560.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4560";"sen.sergiopetecao@senado.leg.br";;;;;"33034086";"1";"NÃ£o";;;;;;;;;;;;;;;;;;;;;;;;;"http://www.petecao.com.br/";
